cliente_id,nombre,email,telefono,edad,genero,ciudad,categoria_producto,monto_compra,salario_mensual,score_satisfaccion,metodo_pago,fecha_registro,fecha_ultima_compra,estado_cliente,num_compras,region
157,Sandra Martínez,usuario157@outlook.com,3019096291,50,Male,Manizales,Electrónica,258839.15,4993353.34,3.0,Nequi,10-15-2024,2020/07/18,inactivo,27.0,Oriente
158,Ana García,usuario158@empresa.co,,57,Masculino,BOGOTA,alimentos,358411.98,2659877.07,1.9,Efectivo,2022-07-13,2024-09-20,Pendiente,15.0,Centro
159,Sandra Ramírez,usuario159@empresa.co,3102995822,70,Femenino,barranquilla,deportes,168644.49,2955543.57,5.6,pse,,05-08-2022,inactivo,43.0,Norte
160,Jorge López,usuario160@gmail.com,3207092269,33,FEMENINO,Bogotá,Alimentos,58570.06,2375867.47,4.1,Efectivo,26/12/2022,2021-07-15,activo,42.0,Sur
161,Sandra Ramírez,usuario161@hotmail.com,3014985420,32,Masculino,Barranquilla,alimentos,481572.93,2679575.37,7.6,TARJETA CREDITO,28 Dec 2021,25-04-2020,Pendiente,14.0,Sur
162,,usuario162@gmail.com,3019923561,27,Masculino,CALI,Deportes,369290.23,4571499.92,1.6,PSE,24/06/2020,2022/12/04,inactivo,,
163,Paola Martínez,usuario163@hotmail.com,3154970302,,m,Medellín,ROPA,108748.93,1605367.93,7.4,tarjeta débito,07-03-2023,2023-09-18,Pendiente,23.0,Sur
164,Carlos Torres,usuario164@yahoo.com,3114013401,48,Masculino,Cali,Alimentos,66578.74,3253456.84,9.5,TARJETA CREDITO,11-08-2020,12/05/2024,activo,3.0,Centro
165,Ana Rivera,usuario165@yahoo.com,3004936499,67,Male,Santa Marta,Alimentos,67316.18,3163066.23,,PSE,08 Jun 2022,2024-07-25,Cancelado,28.0,Norte
166,Paola Gómez,usuario166@empresa.co,3206146912,999,Masculino,Pereira,Alimentos,51647.24,3114734.58,5.3,Tarjeta Crédito,2021-10-30,07/10/2023,Pendiente,48.0,Sur
167,Ana López,usuario167@hotmail.com,3201990925,54,Femenino,CALI,Alimentos,153625.29,4459379.28,6.9,efectivo,24 Mar 2020,02 Dec 2020,Activo,8.0,Centro
168,María Pérez,usuario168@empresa.co,3125263959,62,m,Cúcuta,electronica,49547.63,-1000.0,6.7,pse,2021/07/23,2024-01-09,Cancelado,19.0,Norte
169,Juan García,usuario169@gmail.com,3127002379,43,m,CALI,Deportes,889758.4,2092991.74,6.2,TARJETA CREDITO,17/11/2020,2023/01/18,Pendiente,25.0,Norte
170,Andrés López,usuario170@hotmail.com,3011879176,59,Masculino,Medellín,Deportes,602149.62,5351903.5,,,26-07-2021,2023-10-16,Pendiente,18.0,Norte
171,Luis Rodríguez,usuario171@hotmail.com,3107159460,75,Female,BOGOTA,ROPA,306291.63,4198599.76,5.8,Efectivo,2024/11/30,28-10-2020,activo,34.0,Oriente
172,Luis Rivera,usuario172@hotmail.com,3121579917,67,,Barranquilla,Tecnología,154399.33,5662642.05,6.9,Nequi,2024-11-02,12 Sep 2021,Cancelado,48.0,Sur
173,María Ramírez,usuario173@yahoo.com,3016883913,67,M,medellin,Hogar,14861.34,1319701.8,7.9,efectivo,08-16-2024,23-08-2024,activo,37.0,Norte
174,Sergio Martínez,usuario174@hotmail.com,3011338001,29,FEMENINO,Cali,deportes,890684.37,3334907.47,5.2,Tarjeta Crédito,2022/07/02,2021-10-03,Cancelado,3.0,Norte
175,Laura Gómez,usuario175@hotmail.com,3111572138,62,F,Medellín,ROPA,116448.8,2138329.04,4.7,PSE,15/09/2023,23/03/2020,ACTIVO,37.0,Occidente
176,Juan Sánchez,,3013205357,21,Masculino,Cartagena,Tecnología,504192.52,4916202.9,5.5,Tarjeta Débito,08-20-2023,2020/04/26,Inactivo,48.0,Occidente
177,Natalia Sánchez,usuario177@outlook.com,3017972427,72,Masculino,  Cartagena  ,Hogar,71267.15,2299354.67,9.7,,2021-09-08,05-09-2024,inactivo,34.0,Occidente
178,Andrés Torres,usuario178@empresa.co,3151036614,26,Femenino,Manizales,Tecnología,522379.82,5183093.99,8.7,PSE,09-06-2022,09-17-2021,ACTIVO,26.0,Occidente
179,Luis Flores,usuario179@hotmail.com,3011906311,60,M,medellin,deportes,,2444979.07,5.9,Tarjeta Crédito,20/11/2022,29-01-2022,Pendiente,,Oriente
180,María Rodríguez,usuario180@empresa.co,3204927184,53,Masculino,Bucaramanga,Alimentos,86618.71,3498126.45,6.9,Tarjeta Crédito,2023/05/28,,Pendiente,42.0,Norte
181,Carlos Torres,usuario181@hotmail.com,3007869578,66,f,barranquilla,ROPA,347731.17,2601982.99,7.1,PSE,01-12-2020,11-22-2022,activo,42.0,
182,Andrés López,usuario182@hotmail.com,3015620995,57,Femenino,Cali,ROPA,63055.25,4599875.83,8.4,tarjeta débito,2022/04/14,17 Mar 2021,Pendiente,5.0,
183,Paola Flores,usuario183@empresa.co,3112694380,75,,Bucaramanga,deportes,23291.4,1285364.89,4.5,Tarjeta Crédito,24 Feb 2023,2021-07-02,pendiente,15.0,Norte
184,Andrés Rivera,usuario184@yahoo.com,3109195048,71,M,Cali,Ropa,235506.57,1077104.15,9.6,pse,2023/01/28,12/07/2021,Pendiente,47.0,Sur
185,Sandra Sánchez,usuario185@empresa.co,3123060525,46,M,medellin,deportes,297370.13,1562053.04,4.5,PSE,23-01-2020,01-07-2020,Cancelado,39.0,
186,,usuario186@yahoo.com,3014167806,65,FEMENINO,Santa Marta,alimentos,142582.53,2652398.47,8.8,Nequi,24-12-2023,2023/01/22,inactivo,32.0,Centro
187,Jorge Sánchez,usuario187@gmail.com,3202969175,46,Masculino,Cartagena,ROPA,80875.09,-1000.0,1.8,pse,2024-09-13,,pendiente,37.0,Oriente
188,Miguel López,usuario188@empresa.co,3004341606,33,Femenino,barranquilla,deportes,287904.64,3373840.63,2.8,PSE,2021/12/12,2022-09-20,Pendiente,35.0,
189,Diana Flores,usuario189@hotmail.com,,35,Masculino,Barranquilla,ROPA,85253.5,2463855.33,6.3,Efectivo,14 Jan 2021,2024/01/19,activo,22.0,Centro
190,Laura García,usuario190@outlook.com,3124103627,51,m,medellin,Hogar,,4046759.03,2.5,pse,2024/07/01,,activo,3.0,Occidente
191,Paola Sánchez,usuario191@yahoo.com,3157238186,33,Male,Santa Marta,Hogar,102532.43,4280257.27,6.4,TARJETA CREDITO,2021-05-01,2022-07-13,inactivo,6.0,Oriente
192,,usuario192@gmail.com,3152339219,22,,Pereira,Electrónica,321826.51,3032216.33,6.7,PSE,11 Aug 2022,2023-06-26,Activo,43.0,Centro
193,Paola Pérez,usuario193@yahoo.com,3101360948,33,m,Barranquilla,Alimentos,219458.66,4246831.54,,tarjeta débito,,2024/03/11,Activo,39.0,Centro
194,,usuario194@outlook.com,3152581189,38,m,barranquilla,Deportes,324441.32,4182705.29,3.7,Efectivo,2022-02-09,2021/02/27,activo,36.0,Oriente
195,Carlos Pérez,usuario195@empresa.co,3009537378,23,m,barranquilla,Ropa,360954.2,3382999.95,8.8,Tarjeta Crédito,27-12-2020,21 Mar 2020,Activo,4.0,Norte
196,Carlos Rivera,usuario196@gmail.com,3205744401,32,m,Cali,electronica,114957.35,1947840.56,,Tarjeta Débito,12-09-2024,,activo,38.0,Norte
197,Jorge López,usuario197@hotmail.com,,27,M,barranquilla,deportes,559314.15,5072401.6,5.3,TARJETA CREDITO,2023-11-28,22 May 2020,ACTIVO,1.0,Oriente
198,Andrés Flores,usuario198@gmail.com,3112209692,22,f,  Cartagena  ,HOGAR,14734.83,2797293.31,4.7,tarjeta débito,11-04-2024,16-02-2020,inactivo,46.0,Sur
199,Carlos Gómez,usuario199@gmail.com,3112700412,39,F,Cali,Deportes,118916.85,,10.0,tarjeta débito,,2024/04/26,activo,30.0,Occidente
200,Miguel Torres,usuario200@outlook.com,3159603212,44,Femenino,  Cartagena  ,Deportes,459585.2,2474077.55,,Efectivo,2023/10/05,11-09-2021,pendiente,46.0,
201,Laura Pérez,usuario201@hotmail.com,3013215835,999,,Cali,deportes,10350.82,2563547.84,6.6,tarjeta débito,10-06-2023,24/06/2024,Activo,31.0,Centro
202,Sergio González,usuario202@outlook.com,3105304604,67,FEMENINO,Medellín,ROPA,50290.79,2968637.48,6.1,,13 Apr 2023,01-05-2020,Inactivo,19.0,Sur
203,María Flores,usuario203@hotmail.com,3014448540,62,m,Manizales,alimentos,100963.87,,6.4,Nequi,09-21-2021,2021/09/08,pendiente,,Oriente
204,Pedro Rodríguez,usuario204@hotmail.com,3009010499,,,Bogotá,deportes,274739.36,4487728.9,7.1,Tarjeta Crédito,,2024/09/22,Activo,24.0,Oriente
205,Pedro López,usuario205@yahoo.com,3122842157,54,Male,BOGOTA,Deportes,222689.59,3161293.2,4.2,Nequi,,23 Oct 2022,Cancelado,28.0,Occidente
206,Luis García,usuario206@outlook.com,3012875377,18,Male,Bucaramanga,HOGAR,175619.78,3939317.73,6.1,Tarjeta Débito,03-04-2022,2021-04-06,pendiente,8.0,Norte
207,Paola Martínez,usuario207@empresa.co,3018971204,37,FEMENINO,  Cartagena  ,Tecnología,120847.81,99999999.0,1.7,pse,2021-07-18,19 Jul 2022,activo,3.0,Centro
208,Miguel Flores,usuario208@yahoo.com,3158244240,72,M,Bogotá,Deportes,102968.28,1253961.49,8.2,Tarjeta Débito,09-11-2022,2021/02/19,Activo,3.0,Norte
209,Carlos Ramírez,usuario209@yahoo.com,3201361289,71,f,Manizales,alimentos,127234.52,,8.6,Nequi,25 Feb 2024,2020-10-13,Inactivo,12.0,Oriente
210,Diana Rodríguez,usuario210@outlook.com,3012133448,65,f,Bucaramanga,Ropa,151347.09,4911185.7,5.2,pse,2021/05/04,,ACTIVO,43.0,
211,Jorge Rodríguez,usuario211empresa.co,3007856188,69,m,Manizales,ROPA,557027.03,2357558.59,5.1,pse,21-06-2022,07-04-2022,Activo,16.0,Centro
212,Sergio González,usuario212@outlook.com,3101923073,32,Male,medellin,alimentos,209763.09,3712738.92,4.1,PSE,2021-05-16,08-09-2021,inactivo,41.0,
213,Jorge López,usuario213@empresa.co,3005761431,35,M,Santa Marta,electronica,297536.85,2573841.08,6.2,Tarjeta Crédito,2022/09/14,15 May 2021,Pendiente,3.0,
214,Jorge González,usuario214@hotmail.com,3007329227,19,M,Bogotá,ROPA,572976.6,3284239.91,2.0,Nequi,2023-01-06,15-07-2022,Inactivo,42.0,Oriente
215,Ana Martínez,usuario215@outlook.com,3005421157,60,f,Cartagena,deportes,718576.47,2888496.49,8.0,Nequi,30/08/2024,11-12-2021,inactivo,13.0,Norte
216,María Ramírez,usuario216@hotmail.com,3007538552,43,FEMENINO,Manizales,Tecnología,264076.84,3744975.1,3.4,TARJETA CREDITO,2022/06/17,2022/01/13,Inactivo,50.0,Oriente
217,Diana Gómez,usuario217@yahoo.com,3106660728,71,Masculino,barranquilla,Deportes,24302.86,,8.1,pse,09-09-2023,2020-10-15,Inactivo,10.0,Norte
218,María Ramírez,usuario218@yahoo.com,3011109669,26,f,Cúcuta,HOGAR,22364.61,3352706.92,6.8,Tarjeta Débito,11/10/2023,2024-03-23,pendiente,20.0,Sur
219,,usuario219@gmail.com,,52,Masculino,BOGOTA,electronica,93943.63,2937792.8,8.9,Efectivo,18/05/2022,14-09-2022,ACTIVO,27.0,Oriente
220,Paola Rivera,usuario220@hotmail.com,3202079131,,Female,  Cartagena  ,Tecnología,314928.1,2553340.92,2.5,Nequi,07/07/2024,15-10-2023,Inactivo,11.0,Norte
221,Pedro López,usuario221@outlook.com,3205537323,54,,Cúcuta,ROPA,62199.09,,9.9,Efectivo,2021-08-01,17 Apr 2022,inactivo,20.0,Sur
222,Laura Rivera,usuario222@outlook.com,3007296879,23,m,Cartagena,Deportes,165416.01,4012282.14,2.3,Tarjeta Crédito,03/07/2023,10-08-2020,Cancelado,19.0,Sur
223,Paola Rodríguez,usuario223@outlook.com,000,26,m,Medellín,Tecnología,80978.97,6814649.23,4.6,pse,2024-08-12,19/09/2022,Cancelado,50.0,Occidente
224,Sandra Pérez,usuario224@empresa.co,3105151164,29,Female,Cali,HOGAR,377480.98,2642254.16,6.4,Efectivo,28 May 2024,2021/11/14,Activo,26.0,Norte
225,Andrés Martínez,usuario225@empresa.co,3003553491,999,Femenino,CALI,Hogar,57234.0,1684873.3,,tarjeta débito,11/03/2024,,pendiente,24.0,Centro
226,Diana Pérez,,3128901324,47,M,Pereira,Electrónica,74258.87,3550563.65,2.6,,13 Jun 2023,19-09-2020,Cancelado,,
227,Jorge López,usuario227@outlook.com,3124934240,66,Female,Cartagena,deportes,51140.42,3729758.28,3.3,Nequi,27-05-2024,07-21-2020,activo,37.0,
228,Luis García,usuario228@hotmail.com,3014741605,35,Female,Cali,HOGAR,89123.87,2309288.49,7.9,,10-14-2020,2020-03-10,Pendiente,32.0,Norte
229,Diana García,usuario229@hotmail.com,3155090937,71,Male,Santa Marta,HOGAR,60871.85,3791470.43,,pse,,07-14-2024,Pendiente,3.0,Centro
230,Sandra González,usuario230@hotmail.com,3118372919,71,Masculino,barranquilla,deportes,263196.13,2933593.3,6.2,Efectivo,05-30-2023,12/04/2024,ACTIVO,49.0,Centro
231,Sandra Pérez,usuario231@hotmail.com,3127217994,19,Femenino,Santa Marta,Electrónica,,4273812.31,7.0,Efectivo,2020-10-16,03/10/2021,Cancelado,31.0,Oriente
232,Sandra Pérez,usuario232@hotmail.com,3103459107,21,Femenino,Manizales,HOGAR,53404.51,,,TARJETA CREDITO,2021-03-02,2023/07/08,inactivo,41.0,Oriente
233,Miguel Pérez,usuario233@outlook.com,3202113249,40,Masculino,Cúcuta,Ropa,583609.35,4284815.86,7.0,efectivo,2021-09-11,11-11-2022,activo,43.0,Occidente
234,Sergio Pérez,usuario234outlook.com,3004223744,22,F,Manizales,electronica,50010.83,,3.1,,10/07/2024,21 Sep 2021,Pendiente,41.0,Centro
235,Andrés Gómez,usuario235@gmail.com,3109398566,59,f,Bogotá,electronica,214938.4,2037416.53,5.3,efectivo,04/03/2020,14 Feb 2022,Activo,43.0,Norte
236,Sandra González,usuario236@yahoo.com,3003635195,,Femenino,Bucaramanga,Electrónica,429976.69,,7.7,PSE,2022-10-09,02/11/2023,pendiente,20.0,
237,Sergio Martínez,usuario237@gmail.com,3106873883,,,medellin,Tecnología,41631.14,4192002.92,4.1,Nequi,2021/09/10,17 Jul 2021,Cancelado,43.0,Norte
238,Jorge Rodríguez,usuario238@empresa.co,3105189435,71,Masculino,  Cartagena  ,ROPA,46768.58,4602950.8,3.1,tarjeta débito,04-07-2024,2021-01-13,inactivo,31.0,
239,Sandra Torres,usuario239@outlook.com,3209474404,,Male,Barranquilla,Deportes,,4130167.76,9.6,,10-13-2022,2021/11/16,Cancelado,27.0,Oriente
240,,usuario240hotmail.com,3011220303,26,Masculino,Cali,Electrónica,230562.11,3876739.34,9.2,efectivo,19 Jun 2021,28/05/2023,ACTIVO,10.0,Sur
241,Sandra Torres,usuario241@hotmail.com,3112538664,25,Femenino,Pereira,Hogar,62022.18,4399287.57,,tarjeta débito,10-01-2024,,inactivo,37.0,Sur
242,,usuario242@yahoo.com,3121448134,31,Femenino,CALI,Hogar,952386.56,2960748.08,7.1,TARJETA CREDITO,04-29-2024,09-02-2023,inactivo,32.0,Occidente
243,Andrés Martínez,usuario243@outlook.com,3202153909,34,Masculino,Santa Marta,Tecnología,119277.68,1805801.87,7.8,efectivo,,01-12-2020,pendiente,5.0,Norte
244,Carlos Torres,usuario244@yahoo.com,3012098850,28,M,CALI,electronica,369326.37,3614246.68,6.3,Tarjeta Crédito,2023-09-18,15 May 2023,activo,11.0,Oriente
245,Ana González,usuario245@empresa.co,3113056884,65,F,barranquilla,Tecnología,562551.64,2952085.43,6.4,PSE,28-08-2022,31-03-2023,Cancelado,43.0,Norte
246,,usuario246@outlook.com,,67,Male,Pereira,ROPA,56338.03,4386233.37,1.2,,21/05/2024,16-03-2021,inactivo,28.0,Sur
247,,usuario247@yahoo.com,3151075943,37,MASCULINO,Pereira,Tecnología,35817.35,5684808.82,4.2,TARJETA CREDITO,05-03-2022,2022-07-15,Cancelado,2.0,Oriente
248,Sandra Pérez,usuario248@gmail.com,3001814144,19,F,Manizales,Alimentos,,4383617.62,6.0,Efectivo,05-12-2021,26/05/2020,Activo,14.0,
249,Jorge Torres,usuario249@empresa.co,3017541109,54,MASCULINO,Cúcuta,ROPA,27566.64,4334603.77,2.7,Tarjeta Crédito,2021-01-07,07-28-2020,Activo,3.0,
250,Laura Rodríguez,usuario250@gmail.com,3118879438,42,Masculino,Bogotá,Deportes,26820.95,3637482.49,5.9,PSE,15/07/2020,2024-01-11,Activo,,Centro
251,Luis Rodríguez,usuario251@empresa.co,3004250700,63,MASCULINO,Medellín,Tecnología,229160.65,3680049.35,9.9,Tarjeta Crédito,,14/02/2021,ACTIVO,18.0,Oriente
252,Sandra Sánchez,usuario252@yahoo.com,3204261199,55,,Pereira,Tecnología,,2430442.78,6.1,PSE,11-15-2020,2023/04/02,Inactivo,18.0,Centro
253,Pedro Flores,usuario253@empresa.co,3204906684,58,m,Santa Marta,Electrónica,757904.35,4499930.6,5.3,Tarjeta Débito,04 Jul 2023,2021-08-06,inactivo,44.0,Centro
254,Ana Flores,usuario254@empresa.co,3016099135,62,f,  Cartagena  ,HOGAR,192848.68,3723087.4,1.2,Tarjeta Crédito,,09 Oct 2024,Activo,10.0,
255,Andrés Gómez,usuario255@empresa.co,3107094735,72,MASCULINO,medellin,electronica,137828.77,0.0,5.2,Efectivo,2024-07-11,2020-12-13,ACTIVO,8.0,Norte
256,Luis Gómez,usuario256@outlook.com,3121495334,69,M,Pereira,deportes,36112.39,4744739.0,6.8,tarjeta débito,2020-05-22,26-09-2023,inactivo,15.0,
257,Andrés Martínez,usuario257@empresa.co,3116029053,54,Female,medellin,electronica,512871.74,3382526.48,,Efectivo,30 May 2022,,inactivo,17.0,Occidente
258,Juan Ramírez,usuario258@yahoo.com,3112398845,40,Male,Medellín,electronica,282697.39,4466703.84,7.8,PSE,20-06-2020,02-15-2023,inactivo,3.0,Norte
259,Sergio Ramírez,usuario259@yahoo.com,3006364830,60,M,Santa Marta,Ropa,211148.98,3340841.42,9.0,Tarjeta Débito,2021-07-24,2020/06/19,Pendiente,27.0,Oriente
260,María García,usuario260@hotmail.com,3109752109,50,FEMENINO,Medellín,Deportes,150969.48,,3.1,Nequi,2024/07/28,01-07-2024,Inactivo,41.0,Centro
261,Miguel Rivera,usuario261@yahoo.com,3115239882,18,Male,medellin,deportes,537161.16,,3.7,tarjeta débito,06 Jul 2020,11-17-2023,Inactivo,20.0,Sur
262,Carlos Martínez,usuario262@outlook.com,3015392166,70,FEMENINO,Cartagena,electronica,1202911.4,3839108.78,2.2,Tarjeta Débito,2021/07/27,03-04-2022,pendiente,39.0,
263,Carlos Gómez,usuario263@outlook.com,3127482587,45,Masculino,Manizales,alimentos,302494.95,916084.93,1.4,tarjeta débito,2021-02-20,2024-03-29,Pendiente,44.0,Centro
264,Jorge Rivera,usuario264@gmail.com,3209961692,58,,  Cartagena  ,Alimentos,7852.51,3958360.77,7.0,Tarjeta Crédito,13-08-2024,,ACTIVO,41.0,Norte
265,Miguel Sánchez,usuario265@empresa.co,3006457450,47,F,Pereira,Tecnología,585475.22,4581220.32,6.0,Tarjeta Débito,2020-08-29,04-10-2020,Inactivo,37.0,Oriente
266,Laura Flores,usuario266@hotmail.com,3128054188,45,F,barranquilla,Tecnología,181394.86,3136090.23,8.4,Tarjeta Débito,16-01-2022,2022/02/20,ACTIVO,35.0,Sur
267,María Gómez,usuario267outlook.com,,51,Femenino,Cali,Alimentos,101805.42,5014613.7,3.7,Nequi,2021-02-01,19-11-2021,pendiente,20.0,Norte
268,Laura Sánchez,usuario268@hotmail.com,3153676249,35,,Cali,HOGAR,325192.73,3630332.07,,TARJETA CREDITO,08/08/2023,22/03/2024,inactivo,15.0,Occidente
269,Miguel Sánchez,usuario269@empresa.co,3104293123,52,Male,Cali,Ropa,,3437851.39,8.0,PSE,2023-09-14,19 Jul 2022,activo,8.0,Sur
270,Natalia Flores,usuario270@outlook.com,,47,m,Medellín,ROPA,76592.53,2365238.57,9.2,,2022-08-19,10/11/2021,Cancelado,7.0,Occidente
271,Ana López,usuario271@hotmail.com,3011326939,64,FEMENINO,Cartagena,Electrónica,119668.94,2296669.13,4.9,Nequi,03-14-2022,25 Feb 2021,ACTIVO,37.0,Centro
272,Sandra González,usuario272@gmail.com,3123265137,38,,CALI,electronica,78962.77,4755996.32,3.8,pse,12-18-2022,04 Aug 2021,ACTIVO,45.0,Occidente
273,Sergio Flores,usuario273@outlook.com,3006827112,71,M,  Cartagena  ,deportes,110758.02,3981738.82,2.6,Nequi,07-07-2022,2024/05/17,activo,34.0,
274,Jorge García,usuario274@outlook.com,3114478886,35,m,  Cartagena  ,ROPA,111449.78,3086950.64,2.6,Tarjeta Crédito,23/01/2023,22-02-2022,pendiente,,Centro
275,Jorge González,usuario275@empresa.co,3002131602,33,M,Manizales,Electrónica,495927.73,1235140.56,4.0,pse,08-03-2023,2020/03/07,inactivo,5.0,
276,Luis Rodríguez,usuario276@gmail.com,3208460662,54,Masculino,BOGOTA,electronica,441471.36,2130397.89,6.7,Nequi,2021/11/27,29-07-2020,activo,47.0,Norte
277,Pedro González,usuario277@outlook.com,3014066271,42,Masculino,Medellín,Alimentos,130373.14,2731400.88,5.0,,01-22-2022,14-12-2021,Activo,13.0,Centro
278,Paola Gómez,,3112652614,49,FEMENINO,Medellín,ROPA,807733.26,99999999.0,,pse,01 Oct 2020,,Inactivo,17.0,Oriente
279,Andrés Rivera,usuario279@yahoo.com,3016731197,29,m,medellin,alimentos,269120.38,875402.16,5.3,TARJETA CREDITO,01-13-2024,,Inactivo,11.0,Occidente
280,Sergio López,usuario280@hotmail.com,3207686365,40,Female,  Cartagena  ,Ropa,371521.78,1496355.81,5.9,,2021/07/23,2020/04/03,inactivo,3.0,Occidente
281,,usuario281@outlook.com,3204925352,39,Femenino,Cúcuta,ROPA,356668.28,3827697.57,3.9,PSE,2022-10-01,07-20-2021,Cancelado,32.0,Norte
282,Natalia García,usuario282@outlook.com,3012730528,56,M,Bucaramanga,deportes,775357.15,4367308.95,6.4,efectivo,2023/12/05,15-02-2022,Activo,18.0,Sur
283,Sandra Pérez,usuario283@outlook.com,3128475469,35,,Cali,alimentos,124152.63,4398736.63,1.9,Efectivo,07-04-2022,09/04/2023,Pendiente,8.0,Norte
284,Paola Ramírez,usuario284@outlook.com,3209726921,51,M,Pereira,alimentos,132264.04,3636382.11,3.1,Tarjeta Débito,02-10-2024,23-03-2022,Cancelado,24.0,Sur
285,Sandra Sánchez,usuario285@outlook.com,3129557535,23,Femenino,CALI,HOGAR,,1182467.15,1.1,pse,02 Aug 2021,07 Jul 2021,activo,27.0,Sur
286,María Torres,usuario286@yahoo.com,3209961517,44,Male,Pereira,Ropa,87451.02,2373105.25,9.7,efectivo,2023-05-03,13/03/2022,ACTIVO,47.0,Norte
287,Andrés González,usuario287@outlook.com,3115056729,66,,Bucaramanga,deportes,864320.66,4761943.47,7.6,Efectivo,26-08-2023,2022/06/09,Inactivo,44.0,Norte
288,,usuario288@gmail.com,3104839764,48,Masculino,Barranquilla,alimentos,498854.76,2046830.95,2.5,Tarjeta Crédito,03-03-2022,09-11-2021,Cancelado,37.0,Sur
289,Pedro Flores,,N/A,49,Female,Barranquilla,ROPA,66539.09,3657468.92,9.1,Nequi,15-01-2022,03-08-2023,activo,21.0,Occidente
290,Sandra Torres,usuario290@outlook.com,3206949694,19,f,Bogotá,alimentos,,3978903.47,,TARJETA CREDITO,02-05-2020,28 Sep 2020,Cancelado,13.0,
291,Laura Martínez,usuario291@hotmail.com,3154559824,32,f,Pereira,Tecnología,290787.83,4332725.85,4.5,pse,23-01-2023,30-09-2023,Inactivo,36.0,Sur
292,Pedro Sánchez,usuario292@hotmail.com,3129651607,33,Femenino,barranquilla,Hogar,,3908726.86,9.5,,2024-04-08,03-12-2024,Inactivo,,Norte
293,Andrés Rodríguez,usuario293@empresa.co,3118738976,55,MASCULINO,Manizales,Ropa,,3383486.65,1.6,tarjeta débito,18-01-2021,2022/10/07,ACTIVO,45.0,Sur
294,Miguel Martínez,usuario294@gmail.com,3128948248,53,,barranquilla,Deportes,615667.33,4053330.03,5.3,tarjeta débito,22-05-2020,09-03-2024,Activo,14.0,Sur
295,Natalia Sánchez,usuario295@outlook.com,,45,Femenino,Manizales,HOGAR,,2210976.91,6.8,PSE,29-07-2020,24-07-2023,Activo,16.0,Sur
296,Paola García,usuario296@yahoo.com,3155811784,53,F,CALI,Ropa,76802.94,4647447.87,5.2,efectivo,2023/08/04,2021-02-23,Inactivo,27.0,Centro
297,Sergio Flores,usuario297@hotmail.com,3153234942,62,f,Barranquilla,Alimentos,12774.85,4084522.47,8.0,PSE,30/10/2024,,Inactivo,16.0,Oriente
298,María García,usuario298@gmail.com,3159273027,37,FEMENINO,Cúcuta,Deportes,196169.79,2234323.17,5.9,TARJETA CREDITO,2023-02-28,16-01-2021,Activo,38.0,
299,Sergio Sánchez,usuario299@outlook.com,,25,,barranquilla,alimentos,302554.24,4543755.94,4.1,pse,05-11-2023,2022-01-08,ACTIVO,46.0,Oriente
300,Jorge Flores,usuario300@gmail.com,3157169934,38,Femenino,medellin,deportes,248911.49,,7.1,TARJETA CREDITO,27-10-2021,2020/03/18,Inactivo,12.0,
301,Andrés Martínez,usuario301@hotmail.com,3113628387,52,FEMENINO,Bucaramanga,electronica,107012.27,3365967.62,2.5,TARJETA CREDITO,,2023-03-04,Activo,31.0,Oriente
302,Juan Gómez,usuario302@empresa.co,,62,M,  Cartagena  ,ROPA,174755.6,3412423.27,3.7,TARJETA CREDITO,11 Jul 2022,2021/10/08,pendiente,31.0,
303,Luis Pérez,usuario303@outlook.com,3006387886,31,Femenino,Cartagena,Electrónica,103268.98,1584277.71,4.1,,21/08/2024,05-13-2023,Activo,38.0,Occidente
304,Miguel Flores,usuario304@gmail.com,3119804372,35,Male,Cartagena,electronica,294508.38,3454037.37,3.8,TARJETA CREDITO,2022-10-28,05/05/2022,Pendiente,42.0,Occidente
305,Natalia Pérez,usuario305@yahoo.com,3121875649,66,Male,Manizales,Tecnología,85171.06,3227452.14,9.8,Tarjeta Crédito,07/11/2023,01-03-2022,Cancelado,13.0,Norte
